Team,Name,BATTLEBOX_SCORE,BINGO_SCORE,DROPPER_SCORE,PARKOUR_SCORE,SKYWARS_SCORE,SURVIVALGAMES_SCORE,TGTTOS_SCORE,TNTRUN_SCORE,BATTLEBOX_PCT,BINGO_PCT,DROPPER_PCT,PARKOUR_PCT,SKYWARS_PCT,SURVIVALGAMES_PCT,TGTTOS_PCT,TNTRUN_PCT,SUM_PCT,SCORE,TEAM_AVG,DIFF,DEVSCORE,FINAL_SCORE
Brain Damage,GrayMan2003,50.0,0.0,52.0,30.0,12.0,104.0,22.0,36.0,0.01050420168067227,0.0,0.0063905616320511244,0.0034518467380048328,0.0023752969121140144,0.02029268292682927,0.003421461897356143,0.00774249050111119,0.05417854228813884,1.1297360513061672,5.072682763623471,-3.9429467123173034,-2.8132106610111363,0.0
Brain Damage,Mztt,130.0,200.0,407.0,699.0,305.0,278.0,398.0,395.0,0.0273109243697479,0.025974025974025976,0.05001843431240015,0.0804280289955126,0.060372129849564526,0.05424390243902439,0.06189735614307931,0.08495232633163667,0.44519712841499154,9.28329232694228,5.072682763623471,4.21060956331881,13.49390189026109,10.0
Brain Damage,TreeGameDev,50.0,420.0,211.0,195.0,173.0,259.0,234.0,168.0,0.01050420168067227,0.05454545454545454,0.025930932776207446,0.02243700379703141,0.03424386381631037,0.05053658536585366,0.03639191290824261,0.03613162233851889,0.2707215772282912,5.645111749863836,5.072682763623471,0.5724289862403653,6.217540736104201,5.537921792543702
Brain Damage,TurboAlexZ,30.0,160.0,319.0,144.0,132.0,120.0,216.0,172.0,0.0063025210084033615,0.02077922077922078,0.03920363770431363,0.016568864342423197,0.026128266033254157,0.023414634146341463,0.03359253499222395,0.03699189906086458,0.20298157806704512,4.232590926381596,5.072682763623471,-0.8400918372418742,3.392499089139722,3.8055233448834627
Mztt's Bane,GoodGuySam,330.0,520.0,360.0,337.0,179.0,48.0,308.0,253.0,0.06932773109243698,0.06753246753246753,0.04424234976035394,0.03877574502358762,0.03543151227236738,0.009365853658536585,0.047900466562986,0.054412502688364756,0.3669886285911008,7.6524813446216156,6.436777274450585,1.2157040701710304,8.868185414792645,7.163374901028961
Mztt's Bane,Zombeescott,210.0,220.0,383.0,299.0,96.0,112.0,292.0,168.0,0.04411764705882353,0.02857142857142857,0.04706894432837655,0.03440340582211483,0.019002375296912115,0.021853658536585364,0.04541213063763608,0.03613162233851889,0.27656121259039596,5.76688037479224,6.436777274450585,-0.6698968996583448,5.096983475133896,4.850763193835873
Mztt's Bane,iheartburgers,230.0,580.0,354.0,348.0,28.0,139.0,318.0,240.0,0.04831932773109244,0.07532467532467532,0.04350497726434804,0.04004142216085606,0.0055423594615993665,0.027121951219512195,0.049455676516329705,0.051616603340741266,0.3409269930191544,7.109041672416243,6.436777274450585,0.672264397965658,7.781306070381901,6.49686858913995
Mztt's Bane,snailberry,190.0,220.0,402.0,349.0,162.0,40.0,226.0,80.0,0.03991596638655462,0.02857142857142857,0.04940395723239523,0.040156483718789555,0.032066508313539195,0.007804878048780488,0.035147744945567654,0.017205534446913757,0.2502725016639691,5.218705705972242,6.436777274450585,-1.2180715684783427,4.0006341374939,4.178449604171918
SPAM,1Smokey,140.0,400.0,291.0,257.0,403.0,243.0,206.0,168.0,0.029411764705882353,0.05194805194805195,0.0357625660562861,0.029570820388908067,0.07977038796516231,0.047414634146341464,0.03203732503888025,0.03613162233851889,0.3420471725880314,7.132399761974404,5.851277755540606,1.2811220064337983,8.413521768408202,6.884561809529834
SPAM,Mu7u,100.0,320.0,210.0,294.0,70.0,313.0,216.0,180.0,0.02100840336134454,0.04155844155844156,0.025808037360206464,0.03382809803244736,0.013855898653998416,0.061073170731707316,0.03359253499222395,0.03871245250555595,0.26943703719592554,5.618326400487111,5.851277755540606,-0.23295135505349496,5.385375045433616,5.027613368502277
SPAM,Pancake_Manz,60.0,0.0,252.0,463.0,190.0,219.0,186.0,158.0,0.012605042016806723,0.0,0.030969644832247758,0.05327350132320792,0.03760886777513856,0.042731707317073174,0.028926905132192846,0.03398093053265467,0.24009659892932164,5.006516826604163,5.851277755540606,-0.8447609289364424,4.161755897667721,4.277254196135841
SPAM,_savannah,100.0,460.0,242.0,175.0,235.0,80.0,292.0,152.0,0.02100840336134454,0.05974025974025974,0.029740690672237925,0.020135772638361523,0.04651623119556611,0.015609756097560976,0.04541213063763608,0.032690515449136134,0.270853759792103,5.647868033096746,5.851277755540606,-0.20340972244386002,5.444458310652886,5.063844960719171
Suits & One,Gink0_,120.0,0.0,307.0,175.0,68.0,160.0,134.0,44.0,0.025210084033613446,0.0,0.03772889271230183,0.020135772638361523,0.013460015835312747,0.03121951219512195,0.0208398133748056,0.009463043945802566,0.15805713473531968,3.2958222154998653,4.390904862140647,-1.0950826466407815,2.200739568859084,3.074701431112063
Suits & One,LegacyMrDen,240.0,100.0,256.0,294.0,328.0,72.0,278.0,192.0,0.05042016806722689,0.012987012987012988,0.03146122649625169,0.03382809803244736,0.06492478226444973,0.014048780487804878,0.0432348367029549,0.04129328267259302,0.29219818771074146,6.092944048356588,4.390904862140647,1.7020391862159414,7.79498323457253,6.505255827621089
Suits & One,Lord_Beaker,280.0,80.0,393.0,537.0,165.0,24.0,166.0,176.0,0.058823529411764705,0.01038961038961039,0.048297898488386386,0.0617880566102865,0.032660332541567694,0.0046829268292682925,0.025816485225505444,0.03785217578321026,0.2803110152795997,5.845071612584285,4.390904862140647,1.4541667504436386,7.299238363027924,6.2012505231958555
Suits & One,Stan_D_Man,120.0,140.0,141.0,84.0,72.0,8.0,48.0,84.0,0.025210084033613446,0.01818181818181818,0.017328253656138624,0.009665170866413532,0.014251781472684086,0.0015609756097560976,0.007465007776049767,0.018065811169259444,0.11172890276573318,2.3297815721218473,4.390904862140647,-2.0611232900187995,0.2686582821030479,1.8898924830648494
Surfin' Queens,Samyntha,120.0,0.0,374.0,437.0,96.0,32.0,206.0,274.0,0.025210084033613446,0.0,0.0459628855843677,0.050281900816937064,0.019002375296912115,0.006243902439024391,0.03203732503888025,0.05892895548067961,0.23766742869041457,4.9558635406767175,6.266976007511731,-1.3111124668350138,3.6447510738417037,3.9602116650314105
Surfin' Queens,candleflint,180.0,580.0,359.0,207.0,194.0,56.0,278.0,136.0,0.037815126050420166,0.07532467532467532,0.04411945434435296,0.023817742492233344,0.0384006334125099,0.010926829268292682,0.0432348367029549,0.029249408559753387,0.3028887061551927,6.315863742829324,6.266976007511731,0.048887735317592274,6.364751478146916,5.628195739927003
Surfin' Queens,cardsandhuskers,180.0,580.0,398.0,604.0,357.0,211.0,328.0,267.0,0.037815126050420166,0.07532467532467532,0.0489123755683913,0.06949718099183062,0.07066508313539192,0.041170731707317075,0.0510108864696734,0.05742347121657466,0.4518195304642744,9.421383276335664,6.266976007511731,3.154407268823933,12.575790545159597,9.436987178315718
Surfin' Queens,j_scotty_,120.0,260.0,158.0,201.0,88.0,171.0,248.0,88.0,0.025210084033613446,0.033766233766233764,0.019417475728155338,0.02312737314463238,0.01741884402216944,0.03336585365853659,0.038569206842923795,0.01892608789160513,0.20980115908786987,4.374793470205218,6.266976007511731,-1.892182537306513,2.482610932898705,3.247553223943793
The Revenant Choir,F3V3X,150.0,140.0,411.0,403.0,113.0,16.0,220.0,28.0,0.031512605042016806,0.01818181818181818,0.05051001597640408,0.04636980784719825,0.0223673792557403,0.0031219512195121953,0.03421461897356143,0.006021937056419815,0.21230013355267108,4.4269023204058175,5.513710314605467,-1.0868079941996491,3.3400943262061684,3.7733872062698457
The Revenant Choir,HIGHFLY100,130.0,820.0,361.0,396.0,104.0,377.0,274.0,200.0,0.0273109243697479,0.10649350649350649,0.04436524517635492,0.04556437694166379,0.02058590657165479,0.0735609756097561,0.042612752721617415,0.04301383611728439,0.4035075240015858,8.413976780945609,5.513710314605467,2.900266466340142,11.31424324728575,8.663369351182107
The Revenant Choir,Kortogyo,90.0,420.0,286.0,138.0,109.0,417.0,206.0,180.0,0.018907563025210083,0.05454545454545454,0.03514808897628118,0.01587849499482223,0.021575613618368964,0.08136585365853659,0.03203732503888025,0.03871245250555595,0.29817084636310975,6.217486487424821,5.513710314605467,0.7037761728193539,6.9212626602441745,5.969464729361827
The Revenant Choir,LawTheElvenking,90.0,80.0,109.0,11.0,137.0,176.0,130.0,84.0,0.018907563025210083,0.01038961038961039,0.013395600344107165,0.0012656771372684386,0.02711797307996833,0.03434146341463415,0.02021772939346812,0.018065811169259444,0.14370142795352614,2.9964756696456183,5.513710314605467,-2.5172346449598484,0.4792410246857699,2.019028001030164
dream team + zophie,R41NY__,350.0,80.0,129.0,339.0,269.0,375.0,312.0,200.66666666666666,0.07352941176470588,0.01038961038961039,0.01585350866412683,0.03900586813945461,0.05324623911322249,0.07317073170731707,0.04852255054432349,0.04315721557100867,0.3568751358937694,7.441593845212125,8.171858827619527,-0.7302649824074017,6.711328862804724,5.840727163603705
dream team + zophie,nxva_ii,370.0,80.0,404.0,670.0,439.0,375.0,352.0,232.0,0.07773109243697479,0.01038961038961039,0.049649748064397196,0.07709124381544126,0.08689627870150435,0.07317073170731707,0.05474339035769829,0.04989604989604989,0.4795681453689933,10.0,8.171858827619527,1.828141172380473,11.828141172380473,8.978506640802783
dream team + zophie,steelyduck,370.0,840.0,431.0,519.0,306.0,600.0,318.0,266.0,0.07773109243697479,0.10909090909090909,0.052967924296423746,0.0597169485674836,0.060570071258907364,0.11707317073170732,0.049455676516329705,0.05720840203598824,0.5838141949347238,12.173748414534927,8.171858827619527,4.0018895869154,16.175638001450327,11.644519287370724
dream team + zophie,zophies,230.0,0.0,137.0,86.0,222.0,100.0,18.0,28.0,0.04831932773109244,0.0,0.016836671992134695,0.00989529398228052,0.043942992874109264,0.01951219512195122,0.0027993779160186624,0.006021937056419815,0.1473277966740066,3.072093050731058,8.171858827619527,-5.099765776888469,-2.0276727261574106,0.48171491573622616
